,Date,Rate,reviews
168,2018年12月3日,1,3977 中間上下啲黑色卷想點？一係一清就即刻補充，一係就等你有爆炸糖清嗰時即刻補充，變相啲 Jelly 好似有不死身咁清極都清唔到…… 設計到幾難玩都唔緊要，但都要俾返啲可以過關嘅曙光，玩家先有動力去繼續玩㗎…… 至於長廣告如果可以設計到十秒八秒可以按 SKIP 已經係 3win 啦，你有廣告收益我有多啲免費道具賣廣告嘅又唔會黑玩家憎得到反效果…… 三十秒太過冗長喇
169,2018年12月18日,5,👍👍👍
170,2018年12月23日,5,。。。
171,2018年11月24日,5,一個字爛，根本是找玩家麻煩的遊戲。 免費的又如何？遊戲是休閒，不是讓自己找氣受的。 因為朋友在玩，才回來玩，這次刪除後，就永遠掰掰~
172,2018年11月22日,5,現在candy的節奏是怎樣，要死不活的樣子，很難激起過關的動力欸......改善好嗎！
173,2018年12月2日,2,遊戲步數有問題，跟影片玩家差一半，過關障礙還不一樣，是要不要讓人玩
174,2018年12月5日,4,如果一個遊戲關卡要一個月才能過關 我還會想玩嗎？ 好想刪了這遊戲啊
175,2018年12月22日,1,4138根本玩不過，玩那麼久怎麼玩都不過關，只在浪費時間更新一下，真是爛爛爛超爛爛爛爛爛爛爛
176,2018年11月29日,2,手機跟電腦版越差越多我想有天我會忽然不玩這個遊戲了
177,2018年12月7日,1,有病就不要放棄治療拉 越出越爛 到後面根本浪費時間 遊戲刪了不玩了 設計的越來越爛
178,2018年12月7日,1,好爛……我用錢買的寶物居然一秒歸零???還我錢來 又來吃我的寶物了！經營好久又歸零！都沒人可以處理一下嗎？
179,2018年11月27日,1,不要做遊戲了，專門做廣告就好，什麼都是廣告，不看視頻，也有廣告，好好的一個益智遊戲，全被廣告佔據，還玩個屁啊~就一直看廣告就好啦，遊戲，不能單純點嗎？
180,2018年12月5日,3,4O70己過累了不玩删除
181,2018年11月27日,1,3791怎麼變成20步啊…炸彈25步?根本解不開鑰匙啊！這是要叫人怎麼玩啊！
182,2018年12月9日,5,我是要將我，星城暱稱稱金銀角之角色。更改為五將不可以嗎
183,2018年12月3日,2,"3976標示500000分就過關,但是只23步可用且要打開很多鑰匙，那有辦法。"
184,2018年12月1日,2,次數變太少 是要怎麼贏 一關都打一個月 而且它自己會選擇 亂爆 要怎麼贏 沒網路也可以玩的遊戲 現在呢 現在呢 現在呢 因為很重要所以說三次 是不是每個沒網路的人都不能玩呢 因為每關的館卡太離譜的難 太誇張了 你自己玩玩看就知道 沒網路不能看廣告 更不能贏
185,2018年11月28日,1,3933只有20步又多障礙物，非常難過關。係youtube見到有32步，點解手機版得20步。請設計員示範怎用20步過關。不要扣減手機版步數好嗎？
186,2018年12月3日,2,真的好離譜! 4019關網上版有30步，手機版居然只有19步，點打？
187,2018年12月4日,3,"遇難打關數時就要停止再打,只打有c的舊關來儲道具,到每件道具儲備100或以上時就算得一步都可以過關。"
188,2018年11月22日,5,3960關太難了、只有18步關卡太多冇可能完成、請修正一吓、請代為解決。加油。
189,2018年11月29日,1,3989關改一下；這可以過嗎？越來越不好玩
190,2018年12月2日,1,3982 必定要用4個手掃橫，點解要我用工具？？？
191,2018年11月25日,1,朋友送給我的生命完全收不到？更新後也沒改善
192,2018年11月21日,3,很好玩，可是有的關卡很難過，要卡關很久。要繼續加油努力點，才能過關。希望上面可以再更新簡單一點的。
193,2018年11月23日,3,那麼多廣告，要嘛大氣點送道具禮物，要嘛就不要送，一直出現廣告，秒數又長…很煩人耶。在不改善。要刪遊戲了。就因為廣告太多……
194,2018年11月28日,1,太多太多的廣告了！有廣告無所謂，但是多到這個程度就太過份了！關卡有些也難的不合理，和電腦版本的難度又不一致…有點想移除這個遊戲了！
195,2018年11月30日,1,每玩一局就出現一個賣東西廣告，越來越爛，我們不須要在這裡買東西，我們喜歡這個遊戲但是不喜歡置入行銷
196,2018年12月1日,1,一堆垃圾廣告 非常煩 可以刪除廣告嗎 不刪除廣告就刪除糖果
197,2018年11月29日,1,"Cannot receive life and can't even get a booster or a free life by watching a vedio after updated, video not showing anything, blank in black"
198,2018年11月29日,1,"更新至版本 1.139.0.1後, 廣告多得令人討厭, 而且消耗大量 數據。在長途車上玩了 約2小時, 用了我 40 M 數據。這次更新太令人失望了。"
199,2018年11月24日,4,3832關到底要怎麼過關呢？搞不懂，很難過關
200,2018年11月24日,4,廣告很煩!
201,2018年11月28日,5,打發時間還OK
202,2018年12月22日,5,很不錯的遊戲程式…讚
203,2018年11月27日,4,"Yes,boosters!"
204,2018年12月2日,1,鬼死咁多廣告，要同佢講拜拜。
205,2018年12月6日,3,還可以接受 但請繼續加油
206,2018年12月5日,3,4O70己過累了不玩删除
207,2018年12月2日,1,3976會過才有鬼!!! 50萬？？？？5萬都很困難了
208,2018年11月28日,1,青蛙吸再多也不能爆，形同虛設
209,2018年12月4日,5,搞不懂那些噴子，自己過不去還可以怪遊戲爛的?玩不下去就別玩呀
210,2018年11月28日,1,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
211,2018年12月2日,1,糖果遊戲創作的超級爛的遊戲靠
212,2018年11月29日,4,4010關卡有問題
213,2018年12月4日,3,3971大家都怎麼過的
214,2018年12月7日,5,Candy Crush Saga Funful
215,2018年12月4日,4,有時候覺得很欠揍
216,2018年12月3日,1,儲值金塊有收到信用卡消費簡訊但是沒有收到金塊
217,2018年12月4日,3,4019的關卡真真真的太難過了
218,2018年12月1日,3,很多遊戲限制玩的次數，沒幾次就要等2、30分鐘才能玩，這樣的遊戲在釣人胃口，實在討厭無趣!
219,2018年12月2日,4,考智慧，有挑战。但有D局很難過關，同盡辦法😚
220,2018年12月5日,3,沒完全中午文版翻譯
221,2018年11月24日,5,希望能出國語版
222,2018年12月2日,1,1.遊戲與fb重新連結後，我的道具都消失了。2.獎勵廣告都不能看，畫面都是黑的。
223,2018年11月26日,5,喜歡Candy Crush Saga
224,2018年11月30日,1,2759要如何攻略，更新後也一樣，放棄、放棄
225,2018年11月27日,4,消磨時間的好遊戲
226,2018年11月28日,1,好多廣告！ Too many ads
227,2018年11月29日,4,The extreme hard level really really hard to pass
228,2018年11月28日,4,Funny，but sometimes it is not under control
229,2018年11月25日,4,這個第一代糖果傳奇的益智遊戲比較好玩。
230,2018年11月24日,5,己更新也連不上FB
231,2018年11月26日,4,其實我蠻推薦泡泡魔女傳奇3。每到一定的關卡會增加一些玩法，很多元。也是會卡關，但我卡到受不了放置了半個月再玩突然就過了，不然就是用技能，總之玩到現在已經300多關，中間有卡非常多次一直過不了都快放棄了最後卻還是能過關的關卡。
232,2018年11月22日,5,Great game
233,2018年11月26日,5,好好玩 無聊時可以打發時間
234,2018年11月24日,1,每次玩都要逼人睇廣告
235,2018年11月23日,5,有時候十分難過關
236,2018年11月22日,4,Have fun
237,2018年11月22日,4,很難超黏
238,2018年11月21日,2,送的東西也沒看到，哪裡出問題阿
239,2018年11月25日,5,GD!
240,2018年11月25日,5,真的有滿足了
241,2018年11月24日,4,閒時添樂趣
242,2018年11月23日,5,Good
243,2018年11月26日,5,很好玩
244,2018年11月24日,5,Good
245,2018年12月3日,5,Good game
246,2018年12月1日,5,不錯玩的遊戲
247,2018年12月1日,5,很好玩'
248,2018年11月28日,5,非常非常好玩
249,2018年11月30日,5,Love this game
250,2018年11月26日,5,好好 的
251,2018年11月25日,5,Nice
252,2018年12月9日,4,很好玩
253,2018年12月2日,5,我愛吃
254,2018年12月2日,4,目前試用中
255,2018年12月2日,5,可以打發時間
256,2018年11月25日,5,Good
257,2018年11月23日,5,好玩
258,2018年11月29日,5,好玩
259,2018年11月23日,3,還不錯玩
260,2018年11月25日,3,感覺還可以
261,2018年11月30日,5,好玩
262,2018年11月27日,5,好玩不膩
263,2018年11月24日,5,好玩
264,2018年11月25日,5,好玩
265,2018年11月30日,5,很好玩
266,2018年11月26日,5,好
267,2018年12月1日,5,聰明
268,2018年11月25日,5,缺中文化
269,2018年11月25日,5,best game in the planet
270,2018年11月24日,5,好玩樂
271,2018年12月2日,5,打發時間
272,2018年11月22日,5,good
273,2018年11月23日,5,Good game
274,2018年12月1日,1,爛透了
275,2018年11月29日,5,bad game
276,2018年11月29日,4,為何我的版本沒有看影片拿工具的功能？？？？
277,2018年11月28日,5,一直當機
278,2018年11月24日,1,登不進去
279,2018年11月22日,4,很難超黏
280,2018年12月1日,3,还好
281,2018年11月22日,5,好玩
282,2018年11月30日,3,👍
283,2018年12月2日,5,好玩
284,2018年12月4日,5,好玩
285,2018年12月14日,5,Good
286,2018年12月11日,5,好玩
287,2018年12月4日,5,很好
288,2018年12月8日,5,Great
289,2018年12月7日,4,還……可……以
290,2018年11月14日,1,幾·時可以update new game 有時難打嗰啲可唔可以不死心心呀有， 如果唔係打打下都冇興趣。
291,2018年12月1日,5,GOOD
292,2018年12月4日,5,Good
293,2018年11月30日,5,好玩
294,2018年11月29日,5,好玩
295,2018年11月30日,5,不錯
296,2018年11月27日,5,好玩
297,2018年12月1日,5,Gg
298,2018年12月1日,5,好玩
299,2018年12月2日,4,好玩
300,2018年12月1日,4,棒
301,2018年11月30日,3,好玩嗯。😘😘
302,2018年11月19日,1,剛要開始玩點進去，連一下都沒移動 就直接出現oops是怎樣，還扣我愛心，是要逼我刪遊戲嗎？
303,2018年11月19日,1,"今天3925關卡開始竟直接跳出""Oops"",根本一步也無法移動就損失一個愛心了!嚐試很多遍後還是無法玩,是不是遊戲當掉了啊？"
304,2018年11月25日,3,@@……
305,2018年11月21日,5,糖果沒過關、刷掉重來工具都沒了、要重新過6關、很累會影響繼續玩的樂趣、甚至放棄、請恢復、4000關還算好過。
306,2018年11月7日,4,為何我的511關，只有12步？完成五個炸彈，怎麼都無法完成，看youtube，別人都有40幾步啊？！是遊戲有問題吧？！
307,2018年11月24日,1,你他**逼
308,2018年11月19日,2,電腦版朋友送的愛心居然會不見、還有3919關都還沒玩完竟然自動提早結束
309,2018年11月12日,1,3703關網路寫25步要30000 實際遊戲是15步要120000 根本不可能啊
310,2018年11月23日,4,，，
311,2018年11月16日,1,3936-3980關3支帳號總共花了快2000個道具。這不是搶錢是什麼。要不是道具還有1萬多個。不然真的這個遊戲不花錢還真的過不了。奉勸不想花錢的玩家提早放棄。免得越打越生氣。
312,2018年11月16日,1,"3966又係不可能完成，設計者好像越來越沒有誠意設計關卡,只是隨便弄出來應付,沒有認真測試就推出來,所以越來越多死關出現,程式設計者請改善"
313,2018年11月13日,1,存很久的道具突然消失到剩沒幾個 有的甚至歸零到底是搞什麼鬼 還有要請好友送愛心 結果幾乎都沒出現名字只有照片 也沒有分有沒有在玩這遊戲的人 只能一鍵分送邀請全部的人 造成朋友的困擾 這樣到底要怎麼叫人玩下去
314,2018年11月15日,1,第3942关果D啫喱不停有格仔餅跌落去，點過关呀？不如用钢板封住D啫喱，咁我以後吾洗打仲好啦！
315,2018年11月16日,1,剛開始遊戲，移動了一個就無法移動。共移動三個就就出現oops了。不是玩家的問題，卻仍要扣一次愛心。而且這樣的情形還連續出現。是知道玩家會購買點數，所以藉由這個方法來消耗買家點數，刺激購買嗎?! 這樣的手法真令人不齒
316,2018年11月15日,1,3914關還是不能玩，左邊根本沒有通路到右邊，右邊通路儘有右上偶爾會出現通路又立即關閉，我上網查看別人YouTube過關情形，別人的都沒問題，查看遊戲也沒有更新項目，到底是怎麼回事，請處理一下，已經卡很久了，有想刪遊戲的念頭產生。
317,2018年11月10日,1,又來了！3932這種關卡很明顯是要玩家拿錢換才能過關吧？請你們設計者自己檢討！14步可以過的了嗎？光是前一個水果走完就要12步，後面那個水果才會出現，請問是怎樣啊？
318,2018年11月14日,3,關卡真的難 另外樓下有個11/14的留言實在有夠ㄎㄧㄤ 打一串卻瘋狂鬼打牆 實在太好笑所以我來留言了
319,2018年11月17日,1,×××的!3105很久 ，出這什麼關卡是不給過是嗎？你們怎麼不自己來打打看，看你們多會打，一定要買道具才要給過，你們自己來打看看……×××××刪除遊戲好了
320,2018年12月13日,1,為什麼辛苦收集的工具會不見啊?好幾回了，是不是太過份了?
321,2018年11月9日,5,要寄給朋友的愛心邀請怎麼都沒中文名字 要怎樣寄呀！
322,2018年11月22日,2,不管是更新後還是重新下載後 為什麼速度變慢了，這樣是要玩什麼 可以快點改善嗎？
323,2018年11月18日,5,可以多用頭腦不会失智症
324,2018年11月19日,2,請問我的道具為何都不見了，而且也不能玩，解除安裝，重新安裝也都不能玩
325,2018年11月23日,5,好多禮物可以用，過關簡單又高分
326,2018年11月25日,1,最近play廣告贈送遊戲道具都黑屏，不能看，更新也沒用。
327,2018年11月20日,5,別人玩就可以入去再出番隻game，等靚道具一齊先玩，我就要强制性玩不能退出，爲何？？？
328,2018年11月23日,4,我已經不小心將之前已經玩過關的關卡給刪掉了，要如何處理回到1180關的了！ 遊戲公司可以幫忙處理嗎！ 名字是郭進國 手機是0938250057
329,2018年11月11日,1,不好，原本已經3級一下又變成了1級就沒在變回
330,2018年11月15日,4,我在3919他想想都說OOP
331,2018年11月11日,1,3919為什麼我還有步數就給我跳出 想請問為什麼呢
332,2018年11月14日,1,3914關有問題，水果完全不能落到右邊的出口
333,2018年11月14日,1,玩咗好多年 這個遊戲開始有啲悶
334,2018年11月15日,1,幹嘛玩到一肚子火刪掉遊戲吧
335,2018年11月19日,1,最近的關卡 花錢花寶物才能過 是存心逼死人的嗎....停玩 😑😑
336,2018年11月20日,1,"現在是怎樣,設計者來玩看看,真應夠火大"
337,2018年11月14日,3,我已經4天進不去遊戲了，又不想重新下載，道具好不容易存一百多個了
338,2018年11月12日,1,3703關網路寫25步要30000 實際遊戲是15步要120000 根本不可能啊
339,2018年11月23日,5,難度越来越高👍
340,2018年11月20日,1,3977關不知是在考驗耐性還是在考驗個性，唉！
341,2018年11月17日,4,"廣告太多，容易lag, 每次都需要一段時間才能進行遊戲"
342,2018年11月10日,5,3932設計有問題
343,2018年11月14日,5,關關難過、關關過，多玩兩次，一定會過，大家加油！
344,2018年11月14日,1,3948打完鑰匙 就GG了
345,2018年11月14日,1,已經沒什麼人想玩的遊戲，還設計一些骷髏的困難關卡，根本過不了，只想移除遊戲
346,2018年11月14日,5,終於： 關關難過 關關過 3770搞定
347,2018年11月8日,5,3914物品無法掉落，無法過關
348,2018年11月14日,1,2049關，打了4964860分，竟然當了，還要重玩會不會太超過啊！
349,2018年11月14日,5,請問我之前在一千多關了，然而換掉電子郵件，又要第一関，要怎麼恢復到一千多關
350,2018年11月14日,2,已經兩天無法看到廣告，想額外獲得生命或道具也無法取得。請跟進。
351,2018年11月15日,5,是很有趣的智慧遊戲
352,2018年11月16日,4,"還挺好玩的, 不用wifi也可以玩"
353,2018年11月19日,5,I m having fun when kill time
354,2018年11月14日,3,為什麼你們沒有廣告換道具，就算廣告螢幕卻變黑色螢幕
355,2018年11月16日,1,819關過關影片都有40步，現在只有21步。。。整人啊~
356,2018年11月14日,1,為什麼一段時間沒玩，再次登入後道具全部都不見了
357,2018年11月9日,5,是一個可激盪腦力及反應的遊戲
358,2018年11月14日,3,"What's wrong i cannot load advertisements in my android phone, so cannot get extra bonus?"
359,2018年11月8日,1,3832関，怎樣破呢?。請改善
360,2018年12月10日,5,好！
361,2018年11月19日,5,輕鬆，考智力的遊戲
362,2018年11月30日,5,遊戲難易交錯，造型可愛
363,2018年11月27日,5,Ok開心好玩
364,2018年11月22日,3,升級沒有給愛心
365,2018年11月10日,5,道具全部不見了，數量不少...還蠻心痛的> <
366,2018年11月12日,5,Nice game
367,2018年11月15日,5,還不錯
368,2018年11月21日,5,益智好玩
369,2018年11月21日,5,感謝您好遊戲哦~❗
370,2018年11月21日,2,3935乜事？玩唔到～超爛～
371,2018年11月22日,5,nice game
372,2018年11月16日,5,關卡太難了啦
373,2018年11月17日,4,很好玩，可惜開小豬撲滿要錢，不然五星可以
374,2018年11月19日,5,啾咪
375,2018年11月19日,4,Good
376,2018年11月15日,5,是很有趣的智慧遊戲
377,2018年11月17日,5,讚！
378,2018年11月16日,4,打發時間
379,2018年11月13日,5,生命用太快了
380,2018年11月13日,4,好玩
381,2018年11月16日,5,我喜歡
382,2018年11月12日,5,可以動動腦， 多變化 又好玩
383,2018年11月12日,5,好打易懂
384,2018年11月13日,5,這個遊戲非常好玩，我喜歡，讚。
385,2018年11月14日,5,Lot's of fun！
386,2018年11月14日,5,很適合消遣
387,2018年11月9日,4,可以消磨時光，
388,2018年11月8日,3,為什麼裡面的道具全都消失了？
389,2018年11月8日,5,就是愛玩
390,2018年11月10日,5,Good game.
391,2018年11月8日,5,很好玩的軟體
392,2018年11月9日,3,還不錯，看起來滿好玩的
393,2018年11月9日,4,非常喜用
394,2018年11月9日,5,紧張刺激好玩
395,2018年11月10日,4,我覺得很不錯
396,2018年11月11日,5,好玩簡單
397,2018年11月10日,5,Fun as always
398,2018年11月9日,5,很好玩
399,2018年11月9日,3,無法登入FB
400,2018年12月1日,5,好玩
401,2018年11月29日,5,😙
402,2018年11月21日,4,好玩
403,2018年11月23日,4,糖果
404,2018年11月22日,5,Good
405,2018年11月21日,5,好玩
406,2018年11月17日,5,很棒
407,2018年11月19日,4,好玩
408,2018年11月19日,5,GOOD
409,2018年11月19日,4,喜歡
410,2018年11月19日,4,Good
411,2018年11月18日,5,好玩
412,2018年11月18日,5,Good
413,2018年11月17日,5,好
414,2018年11月16日,5,好玩
415,2018年11月16日,5,好
416,2018年11月11日,5,好玩
417,2018年11月15日,5,Funny
418,2018年11月14日,5,喜歡
419,2018年11月14日,5,😊
420,2018年11月14日,4,Gut.
421,2018年11月14日,5,Good
422,2018年11月14日,5,good
423,2018年11月13日,5,Great
424,2018年11月13日,4,Good
425,2018年11月13日,5,Good
426,2018年10月25日,1,3860未更新前28步，已很難過關，更新後只有20步，啲研究人員真係戇居到冇藥醫，叫佢哋試下過關，真係不知所謂。
427,2018年11月3日,1,又來1關白痴的1關3854是要叫人家買道具嗎？不買就是不買，今天刪除遊戲了，設計者是腦袋瓜有問題，自己玩看看再給大家玩，不要把我們當傻子，遊戲要叫大家買道具，那麼就有失這個遊戲的本意了。真是失望透頂一個老少咸宜的遊戲已經變了😥😪😤😭
428,2018年11月12日,5,好玩
429,2018年11月12日,5,👍
430,2018年10月30日,2,為何想點領取獎勵或金條都要跑超久，要是沒耐性的話就當作沒這些
